PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_id
Yes,No,Fiber optic,Yes,No,No,No,No,No,67075
Yes,No,Fiber optic,No,No,No,Unknown,No,No,67076
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,67077
Yes,No,Fiber optic,No,Yes,No,Unknown,No,No,67078
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,67079
Yes,Yes,DSL,No,No,No,No,No,No,67080
Yes,Yes,No,No,No,No,No,No,No,67081
Yes,Yes,DSL,Yes,No,No,No,No,Yes,67082
Yes,Yes,Fiber optic,Unknown,No,No,Yes,No,Yes,67083
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,67084
Yes,No,DSL,No,Yes,No,Yes,No,No,67085
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,67086
Yes,Yes,Fiber optic,No,No,No,No,No,No,67087
Yes,No,DSL,Yes,Yes,No,No,No,No,67088
Yes,No,DSL,No,No,No,No,No,No,67089
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67090
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67091
Yes,Unknown,Fiber optic,Yes,No,Unknown,Yes,No,No,67092
Yes,No,No,No,No,No,No,No,No,67093
Yes,Yes,Fiber optic,No,No,Yes,Unknown,Yes,No,67094
Yes,No,Fiber optic,No,Unknown,Yes,No,Yes,Yes,67095
Yes,Yes,No,No,No,No,No,No,No,67096
Yes,No,No,No,No,No,No,No,No,67097
Yes,No,No,No,No,No,No,No,No,67098
Yes,No,Fiber optic,Yes,No,No,No,No,No,67099
Yes,No,Fiber optic,No,No,No,No,Yes,No,67100
Yes,No,Fiber optic,No,No,No,No,No,Yes,67101
Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,67102
No,No,Fiber optic,Yes,No,No,No,No,No,67103
Yes,No,No,No,No,No,No,No,No,67104
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,67105
No,No,Fiber optic,No,No,Yes,Unknown,Yes,No,67106
Yes,Unknown,No,No,No,No,No,No,No,67107
Yes,No,No,No,No,No,No,No,No,67108
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,67109
Yes,No,Fiber optic,Yes,No,No,No,No,Unknown,67110
Yes,Yes,Fiber optic,No,No,Unknown,No,No,No,67111
Yes,No,Fiber optic,No,No,No,Yes,No,No,67112
Yes,Yes,Fiber optic,Yes,Unknown,No,No,No,No,67113
Yes,No,Fiber optic,No,No,No,Yes,No,No,67114
Yes,No,DSL,No,Yes,No,No,Yes,No,67115
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,67116
No,No,No,No,No,No,No,No,No,67117
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67118
Yes,Yes,DSL,No,No,Yes,No,No,No,67119
Yes,No,Fiber optic,No,No,No,No,No,No,67120
Yes,No,Fiber optic,No,No,No,No,No,No,67121
Yes,Yes,DSL,No,No,No,No,No,No,67122
Yes,No,No,No,No,No,No,No,No,67123
Yes,Yes,Fiber optic,No,No,No,No,Unknown,Yes,67124
Yes,No,Fiber optic,No,No,No,No,No,No,67125
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67126
Yes,Yes,DSL,No,No,No,No,No,No,67127
Yes,Yes,Fiber optic,No,Unknown,No,Yes,Yes,No,67128
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67129
Yes,No,DSL,No,Yes,No,No,No,No,67130
Yes,No,Fiber optic,No,No,No,No,Yes,No,67131
Yes,No,Fiber optic,Yes,No,No,No,No,Unknown,67132
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,67133
Yes,Yes,No,No,No,No,No,No,No,67134
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67135
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,67136
Yes,No,Fiber optic,No,No,No,No,No,No,67137
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,67138
No,No,Fiber optic,No,No,No,Yes,No,Yes,67139
Yes,Yes,DSL,No,No,No,Yes,Yes,No,67140
Yes,Yes,Fiber optic,No,No,No,No,No,No,67141
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67142
Yes,Yes,DSL,No,No,No,No,No,No,67143
Yes,Yes,Fiber optic,No,No,No,No,No,No,67144
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,67145
Yes,No,No,No,No,No,No,No,No,67146
Yes,Yes,No,No,No,No,No,No,No,67147
Yes,No,DSL,Yes,Yes,No,No,No,No,67148
Yes,Yes,DSL,No,No,No,No,No,No,67149
Yes,Unknown,DSL,No,Yes,No,No,No,No,67150
Yes,Yes,DSL,No,Yes,No,No,No,No,67151
Yes,No,Fiber optic,Yes,No,No,No,Unknown,No,67152
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,67153
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67154
Yes,No,DSL,Unknown,No,No,No,No,Yes,67155
Yes,No,Fiber optic,No,No,No,No,No,No,67156
Yes,No,Fiber optic,Yes,No,No,No,No,No,67157
Yes,No,Fiber optic,No,No,No,Yes,No,No,67158
Yes,No,No,No,No,No,No,No,No,67159
Yes,Yes,Fiber optic,No,No,No,No,Unknown,Yes,67160
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,67161
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,67162
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67163
Yes,Unknown,Fiber optic,Yes,No,No,No,Unknown,Unknown,67164
No,No,No,No,No,No,No,No,No,67165
Yes,Yes,DSL,No,No,No,Yes,Yes,No,67166
Yes,No,DSL,No,No,No,No,No,No,67167
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,67168
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,67169
Yes,No,Fiber optic,No,No,No,No,No,No,67170
Yes,Yes,Fiber optic,No,No,No,No,No,No,67171
Yes,Unknown,DSL,Unknown,Yes,No,No,No,No,67172
Yes,No,Fiber optic,No,No,No,No,Unknown,No,67173
No,No,Fiber optic,No,No,No,No,No,Yes,67174
Yes,No,Fiber optic,No,No,No,No,No,Yes,67175
Yes,No,No,No,No,No,No,No,No,67176
Yes,No,DSL,No,No,Yes,No,No,Yes,67177
Yes,No,No,No,No,No,No,No,No,67178
Yes,Yes,DSL,Yes,No,No,No,No,No,67179
Yes,Yes,DSL,No,No,Yes,Yes,No,No,67180
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67181
Yes,No,No,No,No,No,No,No,No,67182
Yes,No,No,No,No,No,No,No,No,67183
Yes,Yes,Fiber optic,Unknown,Yes,Yes,No,No,No,67184
Yes,Yes,DSL,Yes,No,No,No,No,Yes,67185
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,67186
Yes,No,Fiber optic,Unknown,No,Yes,No,No,No,67187
Yes,No,Fiber optic,No,No,No,No,No,No,67188
Yes,No,Fiber optic,Yes,No,No,No,No,No,67189
Yes,Yes,Fiber optic,Yes,No,Unknown,No,No,Yes,67190
Yes,Yes,DSL,No,Yes,Yes,No,No,No,67191
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,67192
Yes,Yes,No,No,No,No,No,No,No,67193
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67194
Yes,No,DSL,No,Unknown,Yes,No,No,No,67195
Yes,No,Fiber optic,No,No,Yes,No,No,Unknown,67196
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,67197
Yes,No,DSL,Yes,No,No,No,No,No,67198
Yes,Yes,Fiber optic,Unknown,Unknown,Unknown,No,No,No,67199
Yes,Yes,No,No,No,No,No,No,No,67200
Yes,No,DSL,No,No,No,No,Yes,No,67201
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,67202
Yes,No,DSL,Yes,No,Yes,Yes,No,No,67203
Yes,Yes,DSL,Yes,Yes,No,No,No,No,67204
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67205
Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,67206
Yes,Yes,DSL,Unknown,Yes,No,No,No,No,67207
Yes,Unknown,No,No,No,No,No,No,No,67208
Yes,No,DSL,Unknown,Yes,No,No,No,No,67209
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,67210
Yes,No,Fiber optic,No,No,No,No,No,Yes,67211
Yes,No,DSL,No,No,Unknown,No,No,No,67212
Yes,No,No,No,No,No,No,No,No,67213
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,67214
Yes,Yes,Fiber optic,No,No,No,No,No,No,67215
Yes,No,Fiber optic,No,No,No,No,No,No,67216
Yes,No,No,No,No,No,No,No,No,67217
Yes,Yes,Fiber optic,No,No,No,No,No,No,67218
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,67219
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,67220
Yes,No,DSL,No,No,No,Yes,Yes,Yes,67221
Yes,No,DSL,No,Yes,No,Yes,No,No,67222
Yes,Yes,DSL,Yes,No,No,No,No,Yes,67223
Yes,No,DSL,No,No,No,Yes,No,No,67224
No,No,Fiber optic,No,No,No,No,No,No,67225
Yes,Yes,DSL,No,No,No,No,No,No,67226
Yes,Yes,DSL,No,No,No,No,Yes,No,67227
No,No,Fiber optic,No,No,No,No,Yes,No,67228
Yes,Yes,Fiber optic,No,No,Yes,Yes,Unknown,No,67229
No,No,Fiber optic,No,No,No,No,No,No,67230
No,No,No,No,No,No,No,No,No,67231
No,No,DSL,No,No,No,Yes,No,No,67232
Yes,No,DSL,No,Yes,Yes,No,No,No,67233
Yes,Yes,DSL,No,No,No,No,No,Yes,67234
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,67235
Yes,No,DSL,No,No,Unknown,No,Yes,No,67236
Yes,No,Fiber optic,No,No,No,Yes,No,No,67237
Yes,Unknown,Fiber optic,Yes,No,Unknown,No,No,No,67238
Yes,Yes,DSL,No,No,No,No,No,Unknown,67239
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,67240
Yes,Yes,No,Yes,No,No,No,No,No,67241
Yes,Yes,Fiber optic,No,No,No,No,No,No,67242
Yes,Yes,Fiber optic,No,No,No,No,No,No,67243
Yes,No,Fiber optic,Yes,No,No,Unknown,No,Unknown,67244
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,67245
No,No,DSL,Yes,Yes,No,No,No,No,67246
Yes,No,Fiber optic,No,No,No,No,Unknown,No,67247
Yes,Yes,DSL,No,No,No,No,No,No,67248
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,67249
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Unknown,67250
Yes,Yes,No,No,No,No,No,No,No,67251
Yes,No,Fiber optic,No,No,No,No,No,No,67252
Yes,Yes,Fiber optic,No,No,No,No,No,No,67253
Yes,Yes,DSL,No,No,No,No,No,No,67254
No,No,DSL,No,No,No,No,Unknown,No,67255
Yes,Yes,DSL,No,No,No,Unknown,No,Yes,67256
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,67257
Yes,Yes,No,No,No,No,No,No,No,67258
Yes,Yes,Fiber optic,No,Unknown,No,No,No,Yes,67259
Yes,No,DSL,No,No,No,No,No,Yes,67260
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,67261
Yes,No,DSL,No,No,No,No,Yes,No,67262
Yes,No,No,No,No,No,No,No,No,67263
Yes,No,No,No,No,No,No,No,No,67264
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,67265
No,No,Fiber optic,No,Yes,Yes,No,Yes,No,67266
Yes,No,DSL,Yes,Yes,No,No,No,No,67267
No,No,DSL,No,Yes,Yes,No,No,Yes,67268
Yes,Yes,DSL,Yes,No,Yes,No,No,No,67269
Yes,No,DSL,Yes,Yes,No,No,No,No,67270
Yes,No,Fiber optic,No,No,No,No,No,No,67271
Yes,No,DSL,Yes,No,No,No,Yes,Unknown,67272
Yes,No,Fiber optic,No,No,Yes,No,No,No,67273
Yes,Yes,Fiber optic,No,No,No,No,No,No,67274
Yes,No,DSL,No,No,No,No,No,Yes,67275
Yes,No,No,No,No,No,No,No,No,67276
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,67277
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,67278
Yes,No,Fiber optic,No,Yes,No,No,No,No,67279
Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,67280
Yes,Yes,Fiber optic,No,No,No,No,No,No,67281
Yes,Yes,Fiber optic,No,No,No,No,No,No,67282
No,No,Fiber optic,Yes,No,No,No,Yes,No,67283
Yes,Yes,Fiber optic,Unknown,No,No,Yes,No,No,67284
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,67285
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,67286
Yes,Yes,Fiber optic,No,No,No,No,No,No,67287
Yes,No,Fiber optic,No,No,No,No,No,Yes,67288
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67289
Yes,Yes,DSL,No,No,Yes,No,No,No,67290
Yes,Yes,DSL,No,Yes,No,Yes,No,No,67291
No,No,Fiber optic,No,No,No,No,Yes,Unknown,67292
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,67293
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,67294
Yes,No,DSL,No,No,No,No,No,Unknown,67295
No,No,Fiber optic,No,No,No,No,No,No,67296
Yes,Yes,No,No,No,No,No,No,No,67297
Yes,Yes,No,No,No,No,No,No,No,67298
Yes,Yes,No,No,No,No,No,No,No,67299
Yes,Yes,DSL,No,No,No,No,No,No,67300
Yes,No,Fiber optic,Yes,Unknown,No,No,Yes,No,67301
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,67302
Yes,No,No,No,No,No,No,No,No,67303
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,67304
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,67305
Yes,Yes,DSL,Yes,No,No,No,No,Yes,67306
Yes,No,Fiber optic,No,No,No,No,No,No,67307
No,No,Fiber optic,No,No,No,No,No,No,67308
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,67309
Yes,Yes,DSL,No,No,No,Yes,Yes,No,67310
Yes,No,Fiber optic,No,No,No,No,Yes,No,67311
Yes,Yes,Fiber optic,No,No,No,No,No,No,67312
Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,67313
No,No,DSL,No,No,No,No,No,No,67314
Yes,Yes,No,No,No,No,No,No,No,67315
Yes,No,DSL,Yes,No,No,Yes,No,No,67316
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67317
Yes,No,DSL,No,No,No,No,Yes,No,67318
Yes,No,Fiber optic,No,No,No,No,Yes,No,67319
Yes,Unknown,DSL,No,No,Yes,Yes,No,No,67320
Yes,No,DSL,No,No,No,No,Yes,Unknown,67321
Yes,No,Fiber optic,No,No,Yes,No,No,Unknown,67322
Yes,No,No,No,No,No,No,No,No,67323
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,67324
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,67325
Yes,No,Fiber optic,No,No,Yes,No,No,No,67326
No,No,Fiber optic,No,Yes,Yes,No,No,No,67327
No,No,DSL,No,No,Yes,No,No,Unknown,67328
Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,67329
Yes,Unknown,Fiber optic,No,No,No,No,No,Yes,67330
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,67331
Yes,Yes,Fiber optic,No,No,No,No,No,No,67332
Yes,Yes,No,No,No,No,No,No,No,67333
Yes,Yes,No,No,No,No,No,No,No,67334
Yes,Yes,Fiber optic,No,No,No,No,No,No,67335
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,67336
Yes,Yes,Fiber optic,No,No,No,No,No,No,67337
Yes,Yes,Fiber optic,Yes,No,No,No,No,Unknown,67338
No,No,Fiber optic,No,Yes,No,No,No,Yes,67339
Yes,Yes,DSL,No,Unknown,No,No,No,No,67340
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67341
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,67342
Yes,Yes,No,No,No,No,No,No,No,67343
Yes,Yes,DSL,No,Yes,No,No,No,No,67344
Yes,Yes,DSL,No,No,No,No,No,No,67345
No,No,Fiber optic,Unknown,No,Yes,Yes,No,No,67346
Yes,No,Fiber optic,No,No,No,No,Yes,No,67347
Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,67348
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,67349
Yes,Yes,DSL,Yes,No,No,Yes,No,No,67350
Yes,Yes,DSL,No,No,Yes,No,No,No,67351
Yes,No,Fiber optic,No,No,No,No,No,Yes,67352
Yes,Yes,DSL,No,No,No,No,No,No,67353
No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,67354
No,No,No,No,No,No,No,No,No,67355
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,67356
No,No,No,No,No,No,No,No,No,67357
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,67358
Yes,Yes,DSL,No,No,Yes,No,Yes,No,67359
No,No,Fiber optic,No,Yes,No,Yes,No,No,67360
Yes,Yes,No,No,No,No,No,No,No,67361
No,No,Fiber optic,No,No,Yes,No,No,No,67362
Yes,Yes,No,No,No,No,No,No,No,67363
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,67364
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67365
Yes,Yes,Fiber optic,No,No,No,No,No,No,67366
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,67367
Yes,Yes,Fiber optic,No,No,No,No,No,No,67368
Yes,No,DSL,No,No,No,No,No,No,67369
Yes,No,DSL,No,No,No,Yes,No,No,67370
Yes,Yes,DSL,No,Yes,Yes,Yes,Unknown,Yes,67371
Yes,Yes,No,No,No,No,No,No,No,67372
Yes,Yes,No,No,No,No,No,No,No,67373
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,67374
Yes,No,Fiber optic,No,No,Yes,No,No,Unknown,67375
Yes,Yes,Fiber optic,Unknown,No,Unknown,No,No,No,67376
Yes,No,Fiber optic,No,No,Unknown,No,Yes,No,67377
Yes,No,No,No,No,No,No,No,No,67378
Yes,No,Fiber optic,No,No,No,No,No,No,67379
Yes,Yes,Fiber optic,Yes,Unknown,No,No,No,Yes,67380
Yes,No,Fiber optic,No,No,No,No,No,No,67381
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,67382
Yes,Yes,Fiber optic,No,No,No,No,No,No,67383
Yes,No,DSL,Yes,Yes,No,No,Yes,No,67384
Yes,Yes,DSL,Yes,No,Yes,No,No,No,67385
Yes,No,DSL,No,No,No,Yes,Yes,No,67386
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,67387
Yes,Yes,DSL,No,No,Yes,No,No,No,67388
Yes,Yes,DSL,Unknown,No,No,No,No,Yes,67389
Yes,No,No,No,No,No,No,No,No,67390
Yes,No,DSL,No,No,No,No,No,No,67391
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,67392
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,67393
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,67394
Yes,Yes,No,No,No,No,No,No,No,67395
No,No,No,No,No,No,No,No,No,67396
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,67397
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,67398
Yes,No,Fiber optic,Unknown,No,No,No,No,No,67399
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,67400
Yes,Yes,No,No,No,No,No,No,No,67401
Yes,Yes,DSL,Yes,Yes,No,No,No,No,67402
Yes,No,No,No,No,No,No,No,No,67403
Yes,No,No,No,No,No,No,No,No,67404
Yes,No,Fiber optic,No,No,No,No,Unknown,No,67405
Yes,Yes,DSL,No,No,No,No,No,Unknown,67406
Yes,Unknown,Fiber optic,Yes,Unknown,No,No,Unknown,Yes,67407
Yes,Yes,DSL,No,No,No,No,Unknown,No,67408
Yes,No,Fiber optic,No,No,No,No,No,No,67409
No,No,Fiber optic,Yes,Unknown,No,No,No,No,67410
Yes,No,DSL,No,No,Yes,No,No,No,67411
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,67412
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67413
Yes,Yes,DSL,No,No,No,No,No,Yes,67414
Yes,No,Fiber optic,No,No,Yes,No,No,No,67415
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,67416
No,No,Fiber optic,Yes,No,No,No,Unknown,No,67417
Yes,Yes,No,No,No,No,No,No,No,67418
Yes,No,Fiber optic,No,No,No,No,No,No,67419
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67420
Yes,No,Fiber optic,No,No,No,Yes,No,No,67421
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,67422
Yes,Yes,Fiber optic,No,Yes,Unknown,No,No,No,67423
Yes,No,Fiber optic,No,No,No,No,No,No,67424
Yes,Yes,DSL,No,No,No,Unknown,Yes,No,67425
Yes,No,Fiber optic,No,No,No,No,No,No,67426
Yes,Yes,Fiber optic,Unknown,No,No,No,Unknown,Yes,67427
Yes,Yes,No,No,No,No,No,No,No,67428
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,67429
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,67430
Yes,No,DSL,No,Yes,No,No,Yes,Yes,67431
Yes,Yes,Fiber optic,No,No,No,No,No,No,67432
No,No,Fiber optic,No,No,No,No,No,No,67433
Yes,No,No,No,No,No,No,No,No,67434
Yes,No,No,No,No,No,No,No,No,67435
Yes,No,DSL,No,No,No,No,No,No,67436
Yes,Yes,No,No,No,No,No,No,No,67437
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,67438
Yes,No,No,No,No,No,No,No,No,67439
Yes,Yes,DSL,No,No,No,No,No,Yes,67440
Yes,No,Fiber optic,Yes,Unknown,No,No,No,No,67441
Yes,Yes,Fiber optic,No,No,No,No,No,No,67442
Yes,No,No,No,No,No,No,No,No,67443
Yes,Yes,No,No,No,No,No,No,No,67444
Yes,Unknown,Fiber optic,No,No,Yes,Yes,Yes,No,67445
No,No,No,No,No,No,No,No,No,67446
No,No,Fiber optic,No,No,No,Yes,No,No,67447
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,67448
Yes,Yes,DSL,No,No,No,Yes,Yes,No,67449
Yes,Yes,DSL,Unknown,No,No,No,No,No,67450
Yes,No,No,No,No,No,No,No,No,67451
Yes,No,Fiber optic,No,No,No,No,No,Yes,67452
Yes,Yes,DSL,No,No,Yes,No,No,Unknown,67453
Yes,No,DSL,No,No,Yes,Yes,No,No,67454
Yes,Yes,DSL,Yes,No,No,No,No,No,67455
Yes,No,No,No,No,No,No,No,No,67456
Yes,Yes,Fiber optic,No,No,Unknown,No,Yes,No,67457
Yes,Yes,No,No,No,No,No,No,No,67458
Yes,No,DSL,No,Yes,Unknown,No,No,No,67459
Yes,Yes,No,No,No,No,No,No,No,67460
Yes,No,DSL,No,No,No,No,No,No,67461
Yes,No,DSL,No,Yes,No,No,No,Yes,67462
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,67463
Yes,No,Fiber optic,No,No,No,No,No,No,67464
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67465
Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,67466
Yes,No,Fiber optic,No,No,No,Yes,No,No,67467
Yes,Unknown,Fiber optic,No,No,No,No,No,No,67468
Yes,Unknown,No,No,No,No,No,No,No,67469
Yes,Unknown,No,No,No,No,No,No,No,67470
Yes,No,DSL,No,No,No,No,No,No,67471
Yes,No,DSL,No,Yes,No,No,No,Yes,67472
Yes,Yes,DSL,No,No,No,No,No,No,67473
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,67474
Yes,No,Fiber optic,No,No,No,No,No,No,67475
Yes,Yes,DSL,Unknown,No,Yes,Yes,Yes,No,67476
Yes,No,Fiber optic,No,No,No,No,No,Yes,67477
Yes,No,Fiber optic,No,No,No,No,No,No,67478
Yes,Yes,Fiber optic,Yes,No,No,Unknown,Yes,Yes,67479
Yes,No,DSL,No,No,Yes,No,No,Yes,67480
No,No,Fiber optic,No,No,Yes,Yes,No,Unknown,67481
No,No,No,No,No,No,No,No,No,67482
Yes,No,DSL,No,No,No,No,No,No,67483
No,No,Fiber optic,Yes,Yes,No,No,No,No,67484
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,67485
No,No,Fiber optic,No,Yes,No,No,No,No,67486
Yes,Yes,Fiber optic,No,No,No,No,No,No,67487
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,67488
Yes,No,DSL,No,No,Yes,No,No,No,67489
Yes,No,Fiber optic,No,No,No,No,No,Yes,67490
No,No,Fiber optic,No,No,Yes,Unknown,No,No,67491
Yes,No,DSL,Yes,No,No,No,No,Yes,67492
Yes,Yes,Fiber optic,No,No,No,No,No,No,67493
Yes,Yes,Fiber optic,Unknown,Yes,No,No,Yes,No,67494
Yes,No,No,No,No,No,No,No,No,67495
Yes,No,No,No,No,No,No,No,No,67496
Yes,No,DSL,No,No,No,No,No,No,67497
No,No,No,No,No,No,No,No,No,67498
Yes,No,No,No,No,No,No,No,No,67499
Yes,No,No,No,No,No,No,No,No,67500
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,67501
Yes,Yes,DSL,No,Yes,No,Yes,No,No,67502
Yes,No,No,No,No,No,No,No,No,67503
Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,67504
Yes,Yes,DSL,No,No,No,Yes,No,No,67505
No,No,Fiber optic,No,Yes,No,Yes,No,No,67506
Yes,Yes,No,No,No,No,No,No,No,67507
Yes,No,Fiber optic,No,No,No,No,No,No,67508
Yes,No,DSL,No,No,No,No,No,Yes,67509
Yes,No,DSL,No,No,No,No,No,Yes,67510
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,67511
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67512
Yes,No,Fiber optic,Yes,No,No,No,No,No,67513
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67514
Yes,No,Fiber optic,No,Unknown,No,No,No,Yes,67515
Yes,Yes,DSL,No,No,No,Yes,No,No,67516
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67517
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,67518
Yes,No,DSL,No,No,No,No,No,Yes,67519
Yes,No,Fiber optic,No,No,No,No,Yes,No,67520
Yes,No,Fiber optic,No,No,No,Yes,Yes,Unknown,67521
Yes,No,No,No,No,No,No,No,No,67522
Yes,No,DSL,No,No,No,No,No,No,67523
Yes,No,DSL,No,No,No,No,No,No,67524
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,67525
Yes,No,Fiber optic,No,No,No,No,No,Yes,67526
Yes,Yes,DSL,No,No,No,No,No,No,67527
Yes,No,Fiber optic,No,No,No,No,Yes,Unknown,67528
Yes,No,DSL,No,No,No,Yes,No,Yes,67529
No,Yes,No,No,No,No,No,No,No,67530
No,No,Fiber optic,Yes,No,No,No,No,Yes,67531
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67532
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,67533
Yes,Yes,DSL,Yes,No,No,No,No,Unknown,67534
Yes,No,Fiber optic,No,Unknown,No,No,No,No,67535
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,67536
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,67537
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67538
Yes,No,Fiber optic,No,No,No,No,No,No,67539
Yes,Yes,DSL,No,Unknown,No,No,Yes,No,67540
