Contract,PaperlessBilling,PaymentMethod,contract_id
Two year,Yes,Bank transfer (automatic),64574
Monthly,Yes,Mailed check,64575
One Year,Yes,Unknown,64576
Monthly,No,Electronic check,64577
Monthly,Yes,Bank transfer (automatic),64578
Monthly,Yes,Electronic check,64579
Monthly,No,Credit card (automatic),64580
Monthly,Yes,Bank transfer (automatic),64581
Two year,No,Unknown,64582
Monthly,No,Bank transfer (automatic),64583
Monthly,No,Electronic check,64584
One Year,Yes,Mailed check,64585
One Year,No,Mailed check,64586
Monthly,Yes,Credit card (automatic),64587
Monthly,Yes,Electronic check,64588
Monthly,Yes,Electronic check,64589
Two year,No,Mailed check,64590
Monthly,Yes,Mailed check,64591
Monthly,No,Mailed check,64592
Monthly,No,Unknown,64593
One Year,No,Bank transfer (automatic),64594
Monthly,No,Credit card (automatic),64595
Monthly,No,Mailed check,64596
One Year,Yes,Mailed check,64597
Monthly,No,Unknown,64598
One Year,No,Electronic check,64599
Monthly,No,Unknown,64600
Monthly,No,Mailed check,64601
One Year,No,Bank transfer (automatic),64602
Two year,No,Mailed check,64603
One Year,Yes,Bank transfer (automatic),64604
One Year,No,Bank transfer (automatic),64605
Two year,Yes,Electronic check,64606
One Year,No,Mailed check,64607
Monthly,No,Mailed check,64608
Monthly,Yes,Mailed check,64609
Monthly,Yes,Mailed check,64610
Two year,Yes,Credit card (automatic),64611
Monthly,No,Mailed check,64612
Monthly,No,Electronic check,64613
Monthly,No,Electronic check,64614
Two year,Yes,Electronic check,64615
Monthly,Yes,Bank transfer (automatic),64616
Monthly,Yes,Bank transfer (automatic),64617
One Year,Yes,Credit card (automatic),64618
Two year,No,Mailed check,64619
Monthly,No,BANK TRANSFER,64620
Monthly,No,Mailed check,64621
Monthly,No,Electronic check,64622
Monthly,Yes,Electronic check,64623
Monthly,No,Bank transfer (automatic),64624
Monthly,No,Mailed check,64625
Monthly,Yes,Bank transfer (automatic),64626
Monthly,Yes,Credit card (automatic),64627
Two year,Yes,Electronic check,64628
Monthly,Yes,Electronic check,64629
One Year,Yes,Credit card (automatic),64630
One Year,Yes,Mailed check,64631
Monthly,No,Mailed check,64632
Monthly,Yes,Electronic check,64633
Two year,No,Bank transfer (automatic),64634
Monthly,No,Bank transfer (automatic),64635
Monthly,Yes,Electronic check,64636
Monthly,No,Bank transfer (automatic),64637
One Year,Yes,Electronic check,64638
Monthly,No,Mailed check,64639
Monthly,Yes,Bank transfer (automatic),64640
Two year,Yes,Credit card (automatic),64641
Monthly,Yes,Mailed check,64642
Monthly,No,Electronic check,64643
Monthly,No,Mailed check,64644
Monthly,No,Electronic check,64645
Monthly,Yes,Electronic check,64646
One Year,Yes,Electronic check,64647
Monthly,Yes,Mailed check,64648
Monthly,No,Mailed check,64649
Monthly,Yes,Electronic check,64650
One Year,No,Electronic check,64651
Two year,No,Electronic check,64652
Monthly,Yes,Bank transfer (automatic),64653
Two year,No,Mailed check,64654
Monthly,No,Electronic check,64655
Monthly,Yes,Electronic check,64656
Monthly,No,Credit card (automatic),64657
Monthly,Yes,Electronic check,64658
Monthly,No,Electronic check,64659
One Year,No,Mailed check,64660
Two year,No,Bank transfer (automatic),64661
One Year,Yes,Mailed check,64662
One Year,Yes,Electronic check,64663
Monthly,Yes,Mailed check,64664
Monthly,No,Bank transfer (automatic),64665
One Year,No,Mailed check,64666
Monthly,Yes,Mailed check,64667
Monthly,Yes,Bank transfer (automatic),64668
Monthly,No,Credit card (automatic),64669
One Year,No,Electronic check,64670
Monthly,Yes,Mailed check,64671
Monthly,Yes,Electronic check,64672
One Year,Yes,Bank transfer (automatic),64673
Monthly,Yes,Bank transfer (automatic),64674
Two year,Yes,Electronic check,64675
One Year,Yes,Electronic check,64676
Two year,Yes,Bank transfer (automatic),64677
One Year,No,Electronic check,64678
Monthly,Yes,Credit card (automatic),64679
Monthly,Yes,Credit card (automatic),64680
Monthly,No,Electronic check,64681
Monthly,Yes,Credit card (automatic),64682
Two year,Yes,Mailed check,64683
Two year,No,Electronic check,64684
Monthly,No,Unknown,64685
Monthly,No,Mailed check,64686
One Year,No,Mailed check,64687
One Year,No,Credit card (automatic),64688
Monthly,Yes,Electronic check,64689
Monthly,Yes,Credit card (automatic),64690
One Year,Yes,Bank transfer (automatic),64691
Monthly,Yes,Credit card (automatic),64692
Monthly,Yes,Electronic check,64693
Monthly,No,Mailed check,64694
Two year,No,Credit card (automatic),64695
Monthly,Yes,Electronic check,64696
Monthly,No,Electronic check,64697
Monthly,Yes,Electronic check,64698
Two year,No,Electronic check,64699
Monthly,Yes,Electronic check,64700
Monthly,No,Mailed check,64701
Monthly,Yes,Electronic check,64702
Two year,Yes,Mailed check,64703
Monthly,Yes,Bank transfer (automatic),64704
One Year,Yes,Mailed check,64705
Monthly,No,Bank transfer (automatic),64706
Monthly,Yes,Mailed check,64707
Monthly,No,Bank transfer (automatic),64708
Monthly,Yes,Mailed check,64709
Monthly,Yes,Electronic check,64710
Monthly,Yes,Electronic check,64711
Monthly,Yes,Mailed check,64712
Two year,Yes,Bank transfer (automatic),64713
Monthly,Yes,Bank transfer (automatic),64714
Two year,No,Mailed check,64715
One Year,Yes,Electronic check,64716
Monthly,No,Electronic check,64717
Monthly,Yes,Bank transfer (automatic),64718
Monthly,No,Bank transfer (automatic),64719
Monthly,Yes,Mailed check,64720
Two year,No,Unknown,64721
Monthly,Yes,Electronic check,64722
Monthly,Yes,Bank transfer (automatic),64723
Two year,No,Bank transfer (automatic),64724
Monthly,No,Electronic check,64725
One Year,No,Bank transfer (automatic),64726
Monthly,Yes,Unknown,64727
Monthly,Yes,Mailed check,64728
Monthly,No,Electronic check,64729
Two year,No,Electronic check,64730
Two year,Yes,Electronic check,64731
Monthly,No,Bank transfer (automatic),64732
Monthly,Yes,Electronic check,64733
Monthly,No,Mailed check,64734
Monthly,Yes,Electronic check,64735
Monthly,Yes,Electronic check,64736
Monthly,Yes,Credit card (automatic),64737
Two year,Yes,Electronic check,64738
Two year,No,Mailed check,64739
One Year,No,Bank transfer (automatic),64740
Monthly,No,Credit card (automatic),64741
One Year,Yes,Electronic check,64742
One Year,Yes,Mailed check,64743
One Year,No,Electronic check,64744
One Year,Yes,Bank transfer (automatic),64745
Monthly,Yes,Electronic check,64746
Two year,No,Mailed check,64747
Monthly,No,Credit card (automatic),64748
Two year,No,Mailed check,64749
Two year,Yes,Electronic check,64750
Monthly,No,Electronic check,64751
Monthly,Yes,Mailed check,64752
One Year,No,Credit card (automatic),64753
Monthly,Yes,Mailed check,64754
Monthly,No,Credit card (automatic),64755
One Year,No,Electronic check,64756
One Year,Yes,Electronic check,64757
Monthly,No,Mailed check,64758
Monthly,Yes,Electronic check,64759
Monthly,Yes,Mailed check,64760
One Year,Yes,Mailed check,64761
Monthly,Yes,Electronic check,64762
Monthly,No,Bank transfer (automatic),64763
Monthly,Yes,Electronic check,64764
Monthly,Yes,Electronic check,64765
One Year,Yes,Electronic check,64766
Monthly,Yes,Bank transfer (automatic),64767
Monthly,Yes,Electronic check,64768
Monthly,No,Bank transfer (automatic),64769
One Year,Yes,Electronic check,64770
Monthly,Yes,Electronic check,64771
Monthly,Yes,Unknown,64772
Monthly,No,Mailed check,64773
Monthly,No,Electronic check,64774
Monthly,Yes,Electronic check,64775
Monthly,Yes,Credit card (automatic),64776
Monthly,Yes,Bank transfer (automatic),64777
Monthly,Yes,Electronic check,64778
Monthly,No,Mailed check,64779
Monthly,No,Electronic check,64780
Two year,Yes,Electronic check,64781
Monthly,Yes,Bank transfer (automatic),64782
Monthly,Yes,Electronic check,64783
Two year,Yes,Bank transfer (automatic),64784
Two year,Yes,Electronic check,64785
One Year,Yes,Mailed check,64786
Monthly,Yes,Credit card (automatic),64787
One Year,No,Credit card (automatic),64788
Monthly,Yes,Bank transfer (automatic),64789
Two year,Yes,Mailed check,64790
Monthly,No,Bank transfer (automatic),64791
Monthly,No,Electronic check,64792
Monthly,Yes,Bank transfer (automatic),64793
Monthly,Yes,Electronic check,64794
Monthly,Yes,Bank transfer (automatic),64795
Monthly,Yes,Mailed check,64796
Monthly,Yes,Electronic check,64797
Two year,Yes,Credit card (automatic),64798
Monthly,No,Mailed check,64799
Monthly,Yes,Electronic check,64800
One Year,No,Electronic check,64801
One Year,Yes,Bank transfer (automatic),64802
Two year,Yes,Electronic check,64803
Two year,Yes,Mailed check,64804
Monthly,No,Mailed check,64805
One Year,Yes,Electronic check,64806
Monthly,No,Electronic check,64807
Monthly,No,Unknown,64808
Monthly,Yes,Credit card (automatic),64809
One Year,Yes,Electronic check,64810
Monthly,Yes,Credit card (automatic),64811
Monthly,Yes,Credit card (automatic),64812
One Year,No,Credit card (automatic),64813
Monthly,Yes,Electronic check,64814
Monthly,No,Credit card (automatic),64815
One Year,Yes,Electronic check,64816
Two year,No,Electronic check,64817
Monthly,No,Mailed check,64818
Monthly,Yes,Mailed check,64819
Monthly,No,Electronic check,64820
Monthly,Yes,Mailed check,64821
Monthly,Yes,Mailed check,64822
One Year,Yes,Credit card (automatic),64823
Two year,No,Electronic check,64824
Monthly,Yes,Electronic check,64825
Two year,No,Bank transfer (automatic),64826
Monthly,Yes,Credit card (automatic),64827
Monthly,No,Bank transfer (automatic),64828
One Year,No,Mailed check,64829
Two year,Yes,Bank transfer (automatic),64830
Monthly,Yes,Bank transfer (automatic),64831
Monthly,Yes,Electronic check,64832
One Year,Yes,Credit card (automatic),64833
Monthly,Yes,Credit card (automatic),64834
One Year,Yes,Bank transfer (automatic),64835
Monthly,Yes,Unknown,64836
One Year,Yes,Credit card (automatic),64837
Two year,Yes,Electronic check,64838
One Year,No,Credit card (automatic),64839
Monthly,No,Electronic check,64840
Two year,Yes,Bank transfer (automatic),64841
Monthly,No,Mailed check,64842
Monthly,No,Bank transfer (automatic),64843
Monthly,Yes,Electronic check,64844
Monthly,Yes,Mailed check,64845
Monthly,No,Mailed check,64846
Two year,Yes,Bank transfer (automatic),64847
Monthly,No,Bank transfer (automatic),64848
Two year,Yes,Bank transfer (automatic),64849
Monthly,No,Electronic check,64850
Monthly,Yes,Electronic check,64851
Monthly,Yes,Electronic check,64852
Monthly,No,Credit card (automatic),64853
One Year,Yes,Mailed check,64854
Monthly,No,Mailed check,64855
Monthly,No,Bank transfer (automatic),64856
Monthly,No,Electronic check,64857
Two year,No,Mailed check,64858
Two year,Yes,Unknown,64859
One Year,Yes,Mailed check,64860
Monthly,Yes,Electronic check,64861
One Year,Yes,Unknown,64862
Two year,Yes,Electronic check,64863
Monthly,Yes,Electronic check,64864
Monthly,Yes,Bank transfer (automatic),64865
Monthly,Yes,Credit card (automatic),64866
Monthly,No,Bank transfer (automatic),64867
Monthly,Yes,Bank transfer (automatic),64868
Monthly,Yes,Electronic check,64869
Two year,No,Unknown,64870
One Year,Yes,Electronic check,64871
One Year,Yes,Mailed check,64872
Monthly,Yes,Credit card (automatic),64873
Two year,Yes,Bank transfer (automatic),64874
Monthly,No,Bank transfer (automatic),64875
Two year,Yes,Electronic check,64876
One Year,Yes,Credit card (automatic),64877
Two year,No,Bank transfer (automatic),64878
Monthly,Yes,Electronic check,64879
Monthly,Yes,Bank transfer (automatic),64880
Monthly,No,Credit card (automatic),64881
Monthly,No,Credit card (automatic),64882
Monthly,No,Electronic check,64883
Two year,Yes,Mailed check,64884
Two year,No,Credit card (automatic),64885
Monthly,Yes,Bank transfer (automatic),64886
Monthly,Yes,Bank transfer (automatic),64887
Monthly,No,Bank transfer (automatic),64888
Monthly,Yes,Credit card (automatic),64889
Monthly,Yes,Credit card (automatic),64890
Monthly,No,Mailed check,64891
Two year,Yes,Bank transfer (automatic),64892
Monthly,Yes,Credit card (automatic),64893
Monthly,Yes,Electronic check,64894
Monthly,No,Electronic check,64895
Monthly,No,Bank transfer (automatic),64896
One Year,Yes,Bank transfer (automatic),64897
Monthly,Yes,Bank transfer (automatic),64898
Monthly,Yes,Electronic check,64899
Monthly,Yes,Mailed check,64900
Monthly,No,Credit card (automatic),64901
Monthly,Yes,Bank transfer (automatic),64902
One Year,Yes,Credit card (automatic),64903
Monthly,No,Mailed check,64904
Monthly,Yes,Bank transfer (automatic),64905
Monthly,No,Bank transfer (automatic),64906
Monthly,Yes,Credit card (automatic),64907
Monthly,Yes,Mailed check,64908
Monthly,Yes,Electronic check,64909
One Year,Yes,Credit card (automatic),64910
One Year,No,Electronic check,64911
Two year,Yes,Unknown,64912
Two year,Yes,Bank transfer (automatic),64913
Monthly,Yes,Credit card (automatic),64914
Two year,Yes,Mailed check,64915
Monthly,Yes,Unknown,64916
Two year,Yes,Bank transfer (automatic),64917
Monthly,Yes,Electronic check,64918
Monthly,No,Bank transfer (automatic),64919
Monthly,No,Electronic check,64920
One Year,Yes,Mailed check,64921
Monthly,Yes,Mailed check,64922
Monthly,No,Mailed check,64923
Monthly,Yes,Credit card (automatic),64924
Monthly,Yes,Mailed check,64925
Monthly,Yes,Bank transfer (automatic),64926
Monthly,No,Electronic check,64927
Monthly,Yes,Unknown,64928
Monthly,Yes,Electronic check,64929
Monthly,No,Bank transfer (automatic),64930
Monthly,Yes,Mailed check,64931
Two year,Yes,Bank transfer (automatic),64932
Monthly,Yes,Credit card (automatic),64933
Monthly,Yes,Unknown,64934
Two year,No,Credit card (automatic),64935
Monthly,Yes,Credit card (automatic),64936
Monthly,Yes,Mailed check,64937
Two year,Yes,Mailed check,64938
Two year,Yes,Bank transfer (automatic),64939
One Year,No,Bank transfer (automatic),64940
Monthly,Yes,Electronic check,64941
One Year,Yes,Electronic check,64942
Monthly,Yes,Electronic check,64943
Monthly,No,Bank transfer (automatic),64944
One Year,Yes,Electronic check,64945
Monthly,Yes,Bank transfer (automatic),64946
One Year,Yes,Credit card (automatic),64947
Monthly,Yes,Mailed check,64948
One Year,No,Electronic check,64949
Monthly,No,Bank transfer (automatic),64950
Two year,Yes,Bank transfer (automatic),64951
One Year,Yes,Electronic check,64952
Monthly,Yes,Mailed check,64953
Monthly,Yes,Electronic check,64954
Monthly,Yes,Bank transfer (automatic),64955
Monthly,Yes,Electronic check,64956
Monthly,Yes,Credit card (automatic),64957
Monthly,Yes,Bank transfer (automatic),64958
Monthly,Yes,Mailed check,64959
Monthly,No,Electronic check,64960
Two year,Yes,Electronic check,64961
One Year,No,Electronic check,64962
Two year,No,Bank transfer (automatic),64963
One Year,No,Electronic check,64964
Monthly,Yes,Bank transfer (automatic),64965
One Year,Yes,Electronic check,64966
Two year,Yes,Bank transfer (automatic),64967
Monthly,No,Electronic check,64968
One Year,Yes,Electronic check,64969
Monthly,No,Electronic check,64970
One Year,Yes,Electronic check,64971
Monthly,Yes,Bank transfer (automatic),64972
Monthly,Yes,Bank transfer (automatic),64973
One Year,Yes,Mailed check,64974
Two year,Yes,Mailed check,64975
Monthly,Yes,Mailed check,64976
Monthly,Yes,Bank transfer (automatic),64977
Monthly,No,Electronic check,64978
One Year,Yes,Electronic check,64979
Monthly,Yes,Electronic check,64980
Monthly,No,Bank transfer (automatic),64981
One Year,No,Mailed check,64982
One Year,No,Mailed check,64983
One Year,Yes,Mailed check,64984
Monthly,No,Mailed check,64985
One Year,No,Mailed check,64986
Monthly,No,Electronic check,64987
One Year,No,Mailed check,64988
Two year,Yes,Electronic check,64989
Monthly,No,Mailed check,64990
Monthly,Yes,Electronic check,64991
Monthly,Yes,Mailed check,64992
One Year,Yes,Credit card (automatic),64993
Two year,No,Credit card (automatic),64994
One Year,Yes,Electronic check,64995
Monthly,No,Electronic check,64996
Two year,Yes,Electronic check,64997
Two year,No,Electronic check,64998
Monthly,Yes,Electronic check,64999
Two year,Yes,Electronic check,65000
Monthly,Yes,Electronic check,65001
One Year,Yes,Mailed check,65002
Monthly,No,Mailed check,65003
Monthly,No,Credit card (automatic),65004
Two year,Yes,Bank transfer (automatic),65005
Monthly,Yes,Mailed check,65006
Monthly,No,Electronic check,65007
Monthly,Yes,Mailed check,65008
Monthly,Yes,Electronic check,65009
One Year,No,Bank transfer (automatic),65010
Monthly,No,Electronic check,65011
One Year,No,Electronic check,65012
One Year,Yes,Electronic check,65013
Two year,Yes,Mailed check,65014
Monthly,No,Electronic check,65015
One Year,Yes,Credit card (automatic),65016
Monthly,Yes,Mailed check,65017
Monthly,Yes,Bank transfer (automatic),65018
Monthly,Yes,Electronic check,65019
One Year,Yes,Electronic check,65020
Two year,Yes,Electronic check,65021
Monthly,Yes,Electronic check,65022
Two year,No,Electronic check,65023
One Year,No,Mailed check,65024
Two year,No,Electronic check,65025
Monthly,Yes,Credit card (automatic),65026
Monthly,Yes,Credit card (automatic),65027
Monthly,No,Bank transfer (automatic),65028
Monthly,Yes,Credit card (automatic),65029
Monthly,No,Credit card (automatic),65030
Monthly,Yes,Electronic check,65031
One Year,Yes,Electronic check,65032
Two year,Yes,Credit card (automatic),65033
Two year,Yes,Electronic check,65034
